Biomodel name, Number of species, Number of reactions, Number of edges, Number of blocks(r=3), Entropy (r=3), Hierarchy (r=3), Number of levels(r=3), Execution time(r=3)
BIOMD0000000640_url,45,48,153,19, 3.02623349173123, 1, 0.04169420001562685
