Biomodel name, Number of species, Number of reactions, Number of edges, Number of blocks(r=2), Entropy (r=2), Hierarchy (r=2), Number of levels(r=2), Execution time(r=2)
BIOMD0000000640_url,45,48,153,23, 5.339635500365344, 0.6470588235294117, 0.058675200009020045
