Biomodel name, Number of species, Number of reactions, Number of edges, Number of blocks(r=1), Entropy (r=1), Hierarchy (r=1), Number of levels(r=1), Execution time(r=1)
BIOMD0000000175_url,120,102,1596,11, 0.20904302470153774, 0.5714285714285714, 0.29320680000819266
